datetime,nivel
2025-05-29 20:30:00,2.6256
2025-05-29 21:00:00,2.6412
2025-05-29 21:30:00,2.6539
2025-05-29 22:00:00,2.7068
2025-05-29 22:30:00,2.7728
2025-05-29 23:00:00,2.9028
2025-05-29 23:30:00,3.0753
2025-05-30 00:00:00,3.2307
2025-05-30 00:30:00,3.4038
2025-05-30 01:00:00,3.5515
2025-05-30 01:30:00,3.7072
2025-05-30 02:00:00,3.815
2025-05-30 02:30:00,3.8973
2025-05-30 03:00:00,3.9055
2025-05-30 03:30:00,3.907
2025-05-30 04:00:00,3.8259
2025-05-30 04:30:00,3.7668
2025-05-30 05:00:00,3.6303
2025-05-30 05:30:00,3.5104
2025-05-30 06:00:00,3.3146
2025-05-30 06:30:00,3.1487
2025-05-30 07:00:00,2.9625
2025-05-30 07:30:00,2.7858
2025-05-30 08:00:00,2.6675
2025-05-30 08:30:00,2.5495
2025-05-30 09:00:00,2.5378
2025-05-30 09:30:00,2.4565
2025-05-30 10:00:00,2.5142
2025-05-30 10:30:00,2.5311
2025-05-30 11:00:00,2.6626
2025-05-30 11:30:00,2.7655
2025-05-30 12:00:00,2.9106
2025-05-30 12:30:00,3.0637
2025-05-30 13:00:00,3.2111
2025-05-30 13:30:00,3.3792
2025-05-30 14:00:00,3.4877
2025-05-30 14:30:00,3.5978
2025-05-30 15:00:00,3.6524
2025-05-30 15:30:00,3.725
2025-05-30 16:00:00,3.7215
2025-05-30 16:30:00,3.684
2025-05-30 17:00:00,3.5928
2025-05-30 17:30:00,3.5097
2025-05-30 18:00:00,3.3918
2025-05-30 18:30:00,3.2486
2025-05-30 19:00:00,3.1044
2025-05-30 19:30:00,2.9859
2025-05-30 20:00:00,2.8714
2025-05-30 20:30:00,2.7783
2025-05-30 21:00:00,2.7143
2025-05-30 21:30:00,2.6497
2025-05-30 22:00:00,2.6719
2025-05-30 22:30:00,2.732
2025-05-30 23:00:00,2.8226
2025-05-30 23:30:00,2.8895
2025-05-31 00:00:00,3.0199
2025-05-31 00:30:00,3.1748
2025-05-31 01:00:00,3.2861
2025-05-31 01:30:00,3.4308
2025-05-31 02:00:00,3.5644
2025-05-31 02:30:00,3.6672
2025-05-31 03:00:00,3.7308
2025-05-31 03:30:00,3.7878
2025-05-31 04:00:00,3.7813
2025-05-31 04:30:00,3.7816
2025-05-31 05:00:00,3.6844
2025-05-31 05:30:00,3.6096
2025-05-31 06:00:00,3.4467
2025-05-31 06:30:00,3.3401
2025-05-31 07:00:00,3.1823
2025-05-31 07:30:00,3.0296
2025-05-31 08:00:00,2.9034
2025-05-31 08:30:00,2.7796
2025-05-31 09:00:00,2.7129
2025-05-31 09:30:00,2.6042
2025-05-31 10:00:00,2.6055
2025-05-31 10:30:00,2.5843
2025-05-31 11:00:00,2.6395
2025-05-31 11:30:00,2.7088
2025-05-31 12:00:00,2.8098
2025-05-31 12:30:00,2.9259
2025-05-31 13:00:00,3.0399
2025-05-31 13:30:00,3.1654
2025-05-31 14:00:00,3.2954
2025-05-31 14:30:00,3.4253
2025-05-31 15:00:00,3.5108
2025-05-31 15:30:00,3.582
2025-05-31 16:00:00,3.6246
2025-05-31 16:30:00,3.6547
2025-05-31 17:00:00,3.648
2025-05-31 17:30:00,3.6061
2025-05-31 18:00:00,3.4874
2025-05-31 18:30:00,3.4083
2025-05-31 19:00:00,3.2804
2025-05-31 19:30:00,3.1771
2025-05-31 20:00:00,3.0764
2025-05-31 20:30:00,2.9755
2025-05-31 21:00:00,2.8719
2025-05-31 21:30:00,2.7925
2025-05-31 22:00:00,2.7457
2025-05-31 22:30:00,2.7407
2025-05-31 23:00:00,2.7595
2025-05-31 23:30:00,2.7955
2025-06-01 00:00:00,2.8712
2025-06-01 00:30:00,2.9605
2025-06-01 01:00:00,3.0501
2025-06-01 01:30:00,3.1631
2025-06-01 02:00:00,3.3174
2025-06-01 02:30:00,3.3875
2025-06-01 03:00:00,3.4744
2025-06-01 03:30:00,3.5942
2025-06-01 04:00:00,3.6439
2025-06-01 04:30:00,3.6319
2025-06-01 05:00:00,3.6215
2025-06-01 05:30:00,3.61
2025-06-01 06:00:00,3.5548
2025-06-01 06:30:00,3.4503
2025-06-01 07:00:00,3.3532
2025-06-01 07:30:00,3.2594
2025-06-01 08:00:00,3.141
2025-06-01 08:30:00,3.0169
2025-06-01 09:00:00,2.9247
2025-06-01 09:30:00,2.8146
2025-06-01 10:00:00,2.7747
2025-06-01 10:30:00,2.7207
2025-06-01 11:00:00,2.7266
2025-06-01 11:30:00,2.7171
2025-06-01 12:00:00,2.7816
2025-06-01 12:30:00,2.8403
2025-06-01 13:00:00,2.9208
2025-06-01 13:30:00,3.0139
2025-06-01 14:00:00,3.1169
2025-06-01 14:30:00,3.2229
2025-06-01 15:00:00,3.3109
2025-06-01 15:30:00,3.4199
2025-06-01 16:00:00,3.4789
2025-06-01 16:30:00,3.569
2025-06-01 17:00:00,3.5797
2025-06-01 17:30:00,3.5825
2025-06-01 18:00:00,3.5363
2025-06-01 18:30:00,3.4997
2025-06-01 19:00:00,3.4552
2025-06-01 19:30:00,3.372
2025-06-01 20:00:00,3.2816
2025-06-01 20:30:00,3.1619
2025-06-01 21:00:00,3.1035
2025-06-01 21:30:00,3.0073
2025-06-01 22:00:00,2.9226
2025-06-01 22:30:00,2.8644
2025-06-01 23:00:00,2.8472
2025-06-01 23:30:00,2.8187
2025-06-02 00:00:00,2.8336
2025-06-02 00:30:00,2.855
2025-06-02 01:00:00,2.9113
2025-06-02 01:30:00,2.9743
2025-06-02 02:00:00,3.0718
2025-06-02 02:30:00,3.105
2025-06-02 03:00:00,3.2174
2025-06-02 03:30:00,3.3068
2025-06-02 04:00:00,3.3742
2025-06-02 04:30:00,3.4322
2025-06-02 05:00:00,3.4471
2025-06-02 05:30:00,3.5035
2025-06-02 06:00:00,3.5099
2025-06-02 06:30:00,3.4603
2025-06-02 07:00:00,3.4397
2025-06-02 07:30:00,3.3759
2025-06-02 08:00:00,3.3032
2025-06-02 08:30:00,3.2154
2025-06-02 09:00:00,3.1403
2025-06-02 09:30:00,3.0762
2025-06-02 10:00:00,2.9965
2025-06-02 10:30:00,2.9392
2025-06-02 11:00:00,2.8912
2025-06-02 11:30:00,2.8411
2025-06-02 12:00:00,2.8552
2025-06-02 12:30:00,2.8379
2025-06-02 13:00:00,2.8811
2025-06-02 13:30:00,2.9061
2025-06-02 14:00:00,2.98
2025-06-02 14:30:00,3.0404
2025-06-02 15:00:00,3.1449
2025-06-02 15:30:00,3.2031
2025-06-02 16:00:00,3.3061
2025-06-02 16:30:00,3.374
2025-06-02 17:00:00,3.4468
2025-06-02 17:30:00,3.4982
2025-06-02 18:00:00,3.5319
2025-06-02 18:30:00,3.5397
2025-06-02 19:00:00,3.493
2025-06-02 19:30:00,3.4921
2025-06-02 20:00:00,3.4248
2025-06-02 20:30:00,3.3786
2025-06-02 21:00:00,3.3268
2025-06-02 21:30:00,3.2402
2025-06-02 22:00:00,3.1434
2025-06-02 22:30:00,3.0589
2025-06-02 23:00:00,3.0044
2025-06-02 23:30:00,2.9223
2025-06-03 00:00:00,2.8899
2025-06-03 00:30:00,2.8628
2025-06-03 01:00:00,2.87
2025-06-03 01:30:00,2.8605
2025-06-03 02:00:00,2.8579
2025-06-03 02:30:00,2.9212
2025-06-03 03:00:00,2.9767
2025-06-03 03:30:00,3.0392
2025-06-03 04:00:00,3.1233
2025-06-03 04:30:00,3.1488
2025-06-03 05:00:00,3.2303
2025-06-03 05:30:00,3.3083
2025-06-03 06:00:00,3.3249
2025-06-03 06:30:00,3.4043
2025-06-03 07:00:00,3.4025
2025-06-03 07:30:00,3.4198
2025-06-03 08:00:00,3.3808
2025-06-03 08:30:00,3.3755
2025-06-03 09:00:00,3.3291
2025-06-03 09:30:00,3.2695
2025-06-03 10:00:00,3.2052
2025-06-03 10:30:00,3.1412
2025-06-03 11:00:00,3.0646
2025-06-03 11:30:00,3.0103
2025-06-03 12:00:00,2.9649
2025-06-03 12:30:00,2.9261
2025-06-03 13:00:00,2.9181
2025-06-03 13:30:00,2.8779
2025-06-03 14:00:00,2.9087
2025-06-03 14:30:00,2.9476
2025-06-03 15:00:00,2.9724
2025-06-03 15:30:00,3.023
2025-06-03 16:00:00,3.1078
2025-06-03 16:30:00,3.188
2025-06-03 17:00:00,3.2553
2025-06-03 17:30:00,3.3485
2025-06-03 18:00:00,3.4071
2025-06-03 18:30:00,3.4713
2025-06-03 19:00:00,3.5039
2025-06-03 19:30:00,3.5611
2025-06-03 20:00:00,3.5292
2025-06-03 20:30:00,3.5061
2025-06-03 21:00:00,3.5094
2025-06-03 21:30:00,3.4447
2025-06-03 22:00:00,3.3808
2025-06-03 22:30:00,3.3246
2025-06-03 23:00:00,3.2033
2025-06-03 23:30:00,3.1212
2025-06-04 00:00:00,3.0334
2025-06-04 00:30:00,2.9595
2025-06-04 01:00:00,2.9115
2025-06-04 01:30:00,2.8498
2025-06-04 02:00:00,2.8182
2025-06-04 02:30:00,2.7693
2025-06-04 03:00:00,2.7696
2025-06-04 03:30:00,2.8091
2025-06-04 04:00:00,2.85
2025-06-04 04:30:00,2.9083
2025-06-04 05:00:00,2.9826
2025-06-04 05:30:00,3.0472
2025-06-04 06:00:00,3.1327
2025-06-04 06:30:00,3.2044
2025-06-04 07:00:00,3.2738
2025-06-04 07:30:00,3.3249
2025-06-04 08:00:00,3.3692
2025-06-04 08:30:00,3.4117
2025-06-04 09:00:00,3.4206
2025-06-04 09:30:00,3.4074
2025-06-04 10:00:00,3.3837
2025-06-04 10:30:00,3.3395
2025-06-04 11:00:00,3.28
2025-06-04 11:30:00,3.2302
2025-06-04 12:00:00,3.1252
2025-06-04 12:30:00,3.0625
2025-06-04 13:00:00,2.9987
2025-06-04 13:30:00,2.9271
2025-06-04 14:00:00,2.9126
2025-06-04 14:30:00,2.8955
2025-06-04 15:00:00,2.8872
2025-06-04 15:30:00,2.8971
2025-06-04 16:00:00,2.952
2025-06-04 16:30:00,2.999
2025-06-04 17:00:00,3.058
2025-06-04 17:30:00,3.1508
2025-06-04 18:00:00,3.226
2025-06-04 18:30:00,3.3051
2025-06-04 19:00:00,3.3912
2025-06-04 19:30:00,3.4637
2025-06-04 20:00:00,3.5259
2025-06-04 20:30:00,3.5873
2025-06-04 21:00:00,3.6128
2025-06-04 21:30:00,3.6354
2025-06-04 22:00:00,3.5608
2025-06-04 22:30:00,3.5448
2025-06-04 23:00:00,3.4473
2025-06-04 23:30:00,3.3851
2025-06-05 00:00:00,3.2708
2025-06-05 00:30:00,3.1433
2025-06-05 01:00:00,3.0658
2025-06-05 01:30:00,2.9368
2025-06-05 02:00:00,2.8479
2025-06-05 02:30:00,2.7517
2025-06-05 03:00:00,2.7079
2025-06-05 03:30:00,2.672
2025-06-05 04:00:00,2.6672
2025-06-05 04:30:00,2.6761
2025-06-05 05:00:00,2.7291
2025-06-05 05:30:00,2.7933
2025-06-05 06:00:00,2.8627
2025-06-05 06:30:00,2.9385
2025-06-05 07:00:00,3.073
2025-06-05 07:30:00,3.1602
2025-06-05 08:00:00,3.2708
2025-06-05 08:30:00,3.3552
2025-06-05 09:00:00,3.4089
2025-06-05 09:30:00,3.4746
2025-06-05 10:00:00,3.5064
2025-06-05 10:30:00,3.5205
2025-06-05 11:00:00,3.46
2025-06-05 11:30:00,3.4247
2025-06-05 12:00:00,3.3612
2025-06-05 12:30:00,3.2636
2025-06-05 13:00:00,3.1863
2025-06-05 13:30:00,3.0905
2025-06-05 14:00:00,3.012
2025-06-05 14:30:00,2.9157
2025-06-05 15:00:00,2.8571
2025-06-05 15:30:00,2.8018
2025-06-05 16:00:00,2.8128
2025-06-05 16:30:00,2.8202
2025-06-05 17:00:00,2.8741
2025-06-05 17:30:00,2.9528
2025-06-05 18:00:00,3.0369
2025-06-05 18:30:00,3.1061
2025-06-05 19:00:00,3.2358
2025-06-05 19:30:00,3.3408
2025-06-05 20:00:00,3.4479
2025-06-05 20:30:00,3.5591
2025-06-05 21:00:00,3.6337
2025-06-05 21:30:00,3.6916
2025-06-05 22:00:00,3.7216
2025-06-05 22:30:00,3.7083
2025-06-05 23:00:00,3.672
2025-06-05 23:30:00,3.653
2025-06-06 00:00:00,3.5195
2025-06-06 00:30:00,3.429
2025-06-06 01:00:00,3.2749
2025-06-06 01:30:00,3.1428
2025-06-06 02:00:00,2.9949
2025-06-06 02:30:00,2.8532
2025-06-06 03:00:00,2.7351
2025-06-06 03:30:00,2.6388
2025-06-06 04:00:00,2.5675
2025-06-06 04:30:00,2.5297
2025-06-06 05:00:00,2.546
2025-06-06 05:30:00,2.5486
2025-06-06 06:00:00,2.6154
2025-06-06 06:30:00,2.699
2025-06-06 07:00:00,2.809
2025-06-06 07:30:00,2.9431
2025-06-06 08:00:00,3.0438
2025-06-06 08:30:00,3.1956
2025-06-06 09:00:00,3.2913
2025-06-06 09:30:00,3.4128
2025-06-06 10:00:00,3.5163
2025-06-06 10:30:00,3.5799
2025-06-06 11:00:00,3.5675
2025-06-06 11:30:00,3.5651
2025-06-06 12:00:00,3.4927
2025-06-06 12:30:00,3.4669
2025-06-06 13:00:00,3.4024
2025-06-06 13:30:00,3.2785
2025-06-06 14:00:00,3.1499
2025-06-06 14:30:00,3.0455
2025-06-06 15:00:00,2.9214
2025-06-06 15:30:00,2.8367
2025-06-06 16:00:00,2.7878
2025-06-06 16:30:00,2.7319
2025-06-06 17:00:00,2.7526
2025-06-06 17:30:00,2.7574
2025-06-06 18:00:00,2.8361
2025-06-06 18:30:00,2.8946
2025-06-06 19:00:00,3.0366
2025-06-06 19:30:00,3.1683
2025-06-06 20:00:00,3.2783
2025-06-06 20:30:00,3.4204
2025-06-06 21:00:00,3.5701
2025-06-06 21:30:00,3.6748
2025-06-06 22:00:00,3.7657
2025-06-06 22:30:00,3.8154
2025-06-06 23:00:00,3.8371
2025-06-06 23:30:00,3.8202
2025-06-07 00:00:00,3.7439
2025-06-07 00:30:00,3.6817
2025-06-07 01:00:00,3.5187
2025-06-07 01:30:00,3.3719
2025-06-07 02:00:00,3.2066
2025-06-07 02:30:00,3.0463
2025-06-07 03:00:00,2.8585
2025-06-07 03:30:00,2.7214
2025-06-07 04:00:00,2.5891
2025-06-07 04:30:00,2.4912
2025-06-07 05:00:00,2.4032
2025-06-07 05:30:00,2.3769
2025-06-07 06:00:00,2.4029
2025-06-07 06:30:00,2.4499
2025-06-07 07:00:00,2.5715
2025-06-07 07:30:00,2.6751
2025-06-07 08:00:00,2.827
2025-06-07 08:30:00,2.981
2025-06-07 09:00:00,3.1439
2025-06-07 09:30:00,3.2879
2025-06-07 10:00:00,3.4335
2025-06-07 10:30:00,3.5579
2025-06-07 11:00:00,3.6159
2025-06-07 11:30:00,3.6793
2025-06-07 12:00:00,3.6605
2025-06-07 12:30:00,3.6657
2025-06-07 13:00:00,3.5544
2025-06-07 13:30:00,3.466
2025-06-07 14:00:00,3.33
2025-06-07 14:30:00,3.1961
2025-06-07 15:00:00,3.0556
2025-06-07 15:30:00,2.9219
2025-06-07 16:00:00,2.8259
2025-06-07 16:30:00,2.7249
2025-06-07 17:00:00,2.6792
2025-06-07 17:30:00,2.627
2025-06-07 18:00:00,2.683
2025-06-07 18:30:00,2.717
2025-06-07 19:00:00,2.8146
2025-06-07 19:30:00,2.917
2025-06-07 20:00:00,3.0865
2025-06-07 20:30:00,3.2373
2025-06-07 21:00:00,3.3806
2025-06-07 21:30:00,3.5601
2025-06-07 22:00:00,3.6921
2025-06-07 22:30:00,3.8063
2025-06-07 23:00:00,3.8775
2025-06-07 23:30:00,3.9159
2025-06-08 00:00:00,3.9189
2025-06-08 00:30:00,3.8873
2025-06-08 01:00:00,3.7534
2025-06-08 01:30:00,3.6448
2025-06-08 02:00:00,3.4347
2025-06-08 02:30:00,3.2728
2025-06-08 03:00:00,3.0855
2025-06-08 03:30:00,2.8784
2025-06-08 04:00:00,2.7272
2025-06-08 04:30:00,2.5699
2025-06-08 05:00:00,2.4244
2025-06-08 05:30:00,2.3211
2025-06-08 06:00:00,2.3163
2025-06-08 06:30:00,2.3152
2025-06-08 07:00:00,2.3558
2025-06-08 07:30:00,2.448
2025-06-08 08:00:00,2.6137
2025-06-08 08:30:00,2.7188
2025-06-08 09:00:00,2.9045
2025-06-08 09:30:00,3.096
2025-06-08 10:00:00,3.265
2025-06-08 10:30:00,3.4511
2025-06-08 11:00:00,3.5612
2025-06-08 11:30:00,3.6539
2025-06-08 12:00:00,3.7174
2025-06-08 12:30:00,3.7403
2025-06-08 13:00:00,3.7113
2025-06-08 13:30:00,3.6373
2025-06-08 14:00:00,3.5154
2025-06-08 14:30:00,3.4078
2025-06-08 15:00:00,3.2533
2025-06-08 15:30:00,3.0924
2025-06-08 16:00:00,2.9189
2025-06-08 16:30:00,2.7977
2025-06-08 17:00:00,2.6827
2025-06-08 17:30:00,2.6017
2025-06-08 18:00:00,2.5662
2025-06-08 18:30:00,2.573
2025-06-08 19:00:00,2.6306
2025-06-08 19:30:00,2.6975
2025-06-08 20:00:00,2.8665
2025-06-08 20:30:00,3.0059
2025-06-08 21:00:00,3.1774
2025-06-08 21:30:00,3.3839
2025-06-08 22:00:00,3.5331
2025-06-08 22:30:00,3.7108
2025-06-08 23:00:00,3.8303
2025-06-08 23:30:00,3.9363
2025-06-09 00:00:00,3.9781
2025-06-09 00:30:00,3.9947
2025-06-09 01:00:00,3.9257
2025-06-09 01:30:00,3.8764
2025-06-09 02:00:00,3.6912
2025-06-09 02:30:00,3.5184
2025-06-09 03:00:00,3.3595
2025-06-09 03:30:00,3.1636
2025-06-09 04:00:00,2.9184
2025-06-09 04:30:00,2.6902
2025-06-09 05:00:00,2.5465
2025-06-09 05:30:00,2.3836
2025-06-09 06:00:00,2.3061
2025-06-09 06:30:00,2.2163
2025-06-09 07:00:00,2.2597
2025-06-09 07:30:00,2.2821
2025-06-09 08:00:00,2.3747
2025-06-09 08:30:00,2.5179
2025-06-09 09:00:00,2.7139
2025-06-09 09:30:00,2.8711
2025-06-09 10:00:00,3.0616
2025-06-09 10:30:00,3.2605
2025-06-09 11:00:00,3.4335
2025-06-09 11:30:00,3.5693
2025-06-09 12:00:00,3.6832
2025-06-09 12:30:00,3.7677
2025-06-09 13:00:00,3.7922
2025-06-09 13:30:00,3.7656
2025-06-09 14:00:00,3.6957
2025-06-09 14:30:00,3.5706
2025-06-09 15:00:00,3.4369
2025-06-09 15:30:00,3.2797
2025-06-09 16:00:00,3.0932
2025-06-09 16:30:00,2.9335
2025-06-09 17:00:00,2.804
2025-06-09 17:30:00,2.6437
2025-06-09 18:00:00,2.5564
2025-06-09 18:30:00,2.5056
2025-06-09 19:00:00,2.5171
2025-06-09 19:30:00,2.546
2025-06-09 20:00:00,2.6616
2025-06-09 20:30:00,2.7547
2025-06-09 21:00:00,2.9319
2025-06-09 21:30:00,3.1333
2025-06-09 22:00:00,3.3166
2025-06-09 22:30:00,3.4876
2025-06-09 23:00:00,3.6919
2025-06-09 23:30:00,3.8499
2025-06-10 00:00:00,3.9271
2025-06-10 00:30:00,4.0088
2025-06-10 01:00:00,4.0229
2025-06-10 01:30:00,4.0053
2025-06-10 02:00:00,3.9164
2025-06-10 02:30:00,3.7796
2025-06-10 03:00:00,3.5891
2025-06-10 03:30:00,3.3923
2025-06-10 04:00:00,3.1812
2025-06-10 04:30:00,2.9561
2025-06-10 05:00:00,2.7606
2025-06-10 05:30:00,2.5363
2025-06-10 06:00:00,2.4019
2025-06-10 06:30:00,2.266
2025-06-10 07:00:00,2.2446
2025-06-10 07:30:00,2.2164
2025-06-10 08:00:00,2.2615
2025-06-10 08:30:00,2.3306
2025-06-10 09:00:00,2.4939
2025-06-10 09:30:00,2.6416
2025-06-10 10:00:00,2.8557
2025-06-10 10:30:00,3.017
2025-06-10 11:00:00,3.2282
2025-06-10 11:30:00,3.4229
2025-06-10 12:00:00,3.5443
2025-06-10 12:30:00,3.7005
2025-06-10 13:00:00,3.7531
2025-06-10 13:30:00,3.8136
2025-06-10 14:00:00,3.7831
2025-06-10 14:30:00,3.7206
2025-06-10 15:00:00,3.5822
2025-06-10 15:30:00,3.4648
2025-06-10 16:00:00,3.3035
2025-06-10 16:30:00,3.1045
2025-06-10 17:00:00,2.9339
2025-06-10 17:30:00,2.7802
2025-06-10 18:00:00,2.6508
2025-06-10 18:30:00,2.5412
2025-06-10 19:00:00,2.499
2025-06-10 19:30:00,2.4733
2025-06-10 20:00:00,2.5159
2025-06-10 20:30:00,2.5915
2025-06-10 21:00:00,2.7361
2025-06-10 21:30:00,2.871
2025-06-10 22:00:00,3.0611
2025-06-10 22:30:00,3.2823
2025-06-10 23:00:00,3.4618
2025-06-10 23:30:00,3.6456
2025-06-11 00:00:00,3.7964
2025-06-11 00:30:00,3.9508
2025-06-11 01:00:00,3.9597
2025-06-11 01:30:00,4.0189
2025-06-11 02:00:00,3.9704
2025-06-11 02:30:00,3.9436
2025-06-11 03:00:00,3.7798
2025-06-11 03:30:00,3.6359
2025-06-11 04:00:00,3.4035
2025-06-11 04:30:00,3.1942
2025-06-11 05:00:00,2.9934
2025-06-11 05:30:00,2.769
2025-06-11 06:00:00,2.5973
2025-06-11 06:30:00,2.4109
2025-06-11 07:00:00,2.3227
2025-06-11 07:30:00,2.2274
2025-06-11 08:00:00,2.2455
2025-06-11 08:30:00,2.2565
2025-06-11 09:00:00,2.3373
2025-06-11 09:30:00,2.4396
2025-06-11 10:00:00,2.6578
2025-06-11 10:30:00,2.8393
2025-06-11 11:00:00,3.0149
2025-06-11 11:30:00,3.207
2025-06-11 12:00:00,3.4041
2025-06-11 12:30:00,3.5878
2025-06-11 13:00:00,3.7005
2025-06-11 13:30:00,3.7874
2025-06-11 14:00:00,3.7839
2025-06-11 14:30:00,3.7847
2025-06-11 15:00:00,3.7089
2025-06-11 15:30:00,3.6185
2025-06-11 16:00:00,3.4552
2025-06-11 16:30:00,3.3373
2025-06-11 17:00:00,3.1549
2025-06-11 17:30:00,2.9678
2025-06-11 18:00:00,2.7887
2025-06-11 18:30:00,2.6557
2025-06-11 19:00:00,2.5666
2025-06-11 19:30:00,2.4777
2025-06-11 20:00:00,2.4935
2025-06-11 20:30:00,2.4923
2025-06-11 21:00:00,2.5929
2025-06-11 21:30:00,2.691
2025-06-11 22:00:00,2.8559
2025-06-11 22:30:00,2.9989
2025-06-11 23:00:00,3.2163
2025-06-11 23:30:00,3.4036
2025-06-12 00:00:00,3.5664
2025-06-12 00:30:00,3.7734
2025-06-12 01:00:00,3.8772
2025-06-12 01:30:00,3.9759
2025-06-12 02:00:00,3.9696
2025-06-12 02:30:00,3.9897
2025-06-12 03:00:00,3.8804
2025-06-12 03:30:00,3.7895
2025-06-12 04:00:00,3.6018
2025-06-12 04:30:00,3.4476
2025-06-12 05:00:00,3.2334
2025-06-12 05:30:00,3.0069
