Serial_number:;;;;
2100000;;;;
Project ID:;;;;
PM-EX-02;;;;
Location:;;;;
AREA-COSTEIRA-02;;;;
LEVEL;;;;
UNIT: m;;;;
Offset: 0,000000 m;;;;
TEMPERATURE;;;;
UNIT: C;;;;
Date;Time;ms;LEVEL;TEMPERATURE
28/05/2025;11:30:00;0;3,4883;26,26
28/05/2025;12:00:00;0;3,5289;25,07
28/05/2025;12:30:00;0;3,5551;24,66
28/05/2025;13:00:00;0;3,6436;25,19
28/05/2025;13:30:00;0;3,7009;24,74
28/05/2025;14:00:00;0;3,7912;25,17
28/05/2025;14:30:00;0;3,9072;24,69
28/05/2025;15:00:00;0;3,9649;24,45
28/05/2025;15:30:00;0;4,0821;24,32
28/05/2025;16:00:00;0;4,1781;23,63
28/05/2025;16:30:00;0;4,2223;23,87
28/05/2025;17:00:00;0;4,2505;24,38
28/05/2025;17:30:00;0;4,2622;23,34
28/05/2025;18:00:00;0;4,2486;23,69
28/05/2025;18:30:00;0;4,2246;23,40
28/05/2025;19:00:00;0;4,1819;23,94
28/05/2025;19:30:00;0;4,0904;24,11
28/05/2025;20:00:00;0;3,9883;23,66
28/05/2025;20:30:00;0;3,9354;24,07
28/05/2025;21:00:00;0;3,8640;24,63
28/05/2025;21:30:00;0;3,7588;24,43
28/05/2025;22:00:00;0;3,6895;24,29
28/05/2025;22:30:00;0;3,6390;24,95
28/05/2025;23:00:00;0;3,6374;25,62
28/05/2025;23:30:00;0;3,6107;24,85
29/05/2025;00:00:00;0;3,6468;25,37
29/05/2025;00:30:00;0;3,6528;25,65
29/05/2025;01:00:00;0;3,7411;26,12
29/05/2025;01:30:00;0;3,8242;26,28
29/05/2025;02:00:00;0;3,9063;26,57
29/05/2025;02:30:00;0;3,9913;27,15
29/05/2025;03:00:00;0;4,1037;26,76
29/05/2025;03:30:00;0;4,1948;26,68
29/05/2025;04:00:00;0;4,2474;27,08
29/05/2025;04:30:00;0;4,3118;27,61
29/05/2025;05:00:00;0;4,3570;27,19
29/05/2025;05:30:00;0;4,3638;27,49
29/05/2025;06:00:00;0;4,3433;27,34
29/05/2025;06:30:00;0;4,3385;27,23
29/05/2025;07:00:00;0;4,2537;27,12
29/05/2025;07:30:00;0;4,1783;27,43
29/05/2025;08:00:00;0;4,0666;26,91
29/05/2025;08:30:00;0;3,9899;26,87
29/05/2025;09:00:00;0;3,8866;26,26
29/05/2025;09:30:00;0;3,7792;26,53
29/05/2025;10:00:00;0;3,7116;26,34
29/05/2025;10:30:00;0;3,6064;26,23
29/05/2025;11:00:00;0;3,5587;25,80
29/05/2025;11:30:00;0;3,5218;25,34
29/05/2025;12:00:00;0;3,5322;25,60
29/05/2025;12:30:00;0;3,5205;25,42
29/05/2025;13:00:00;0;3,5722;24,82
29/05/2025;13:30:00;0;3,6240;24,87
29/05/2025;14:00:00;0;3,7124;24,45
29/05/2025;14:30:00;0;3,7861;24,34
29/05/2025;15:00:00;0;3,8942;24,25
29/05/2025;15:30:00;0;3,9536;23,89
29/05/2025;16:00:00;0;4,0586;23,62
29/05/2025;16:30:00;0;4,1275;24,39
29/05/2025;17:00:00;0;4,1852;23,70
29/05/2025;17:30:00;0;4,2474;23,77
29/05/2025;18:00:00;0;4,2314;24,08
29/05/2025;18:30:00;0;4,2385;24,04
29/05/2025;19:00:00;0;4,2070;23,46
29/05/2025;19:30:00;0;4,1476;23,68
29/05/2025;20:00:00;0;4,0989;24,81
29/05/2025;20:30:00;0;4,0319;24,09
29/05/2025;21:00:00;0;3,9422;24,47
29/05/2025;21:30:00;0;3,8700;24,49
29/05/2025;22:00:00;0;3,7951;24,52
29/05/2025;22:30:00;0;3,7166;24,82
29/05/2025;23:00:00;0;3,6711;25,11
29/05/2025;23:30:00;0;3,6540;25,36
30/05/2025;00:00:00;0;3,6629;24,71
30/05/2025;00:30:00;0;3,6380;25,57
30/05/2025;01:00:00;0;3,6917;25,72
30/05/2025;01:30:00;0;3,7180;25,63
30/05/2025;02:00:00;0;3,7986;26,12
30/05/2025;02:30:00;0;3,8714;25,92
30/05/2025;03:00:00;0;3,9507;27,30
30/05/2025;03:30:00;0;4,0470;26,77
30/05/2025;04:00:00;0;4,1340;26,90
30/05/2025;04:30:00;0;4,2060;27,38
30/05/2025;05:00:00;0;4,2427;27,16
30/05/2025;05:30:00;0;4,3095;27,47
30/05/2025;06:00:00;0;4,3035;27,19
30/05/2025;06:30:00;0;4,3255;27,25
30/05/2025;07:00:00;0;4,2570;27,12
30/05/2025;07:30:00;0;4,2628;27,41
30/05/2025;08:00:00;0;4,1587;26,88
30/05/2025;08:30:00;0;4,0764;26,16
30/05/2025;09:00:00;0;3,9879;26,78
30/05/2025;09:30:00;0;3,9181;26,88
30/05/2025;10:00:00;0;3,8321;26,17
30/05/2025;10:30:00;0;3,7454;25,86
30/05/2025;11:00:00;0;3,6817;25,77
30/05/2025;11:30:00;0;3,6027;25,02
30/05/2025;12:00:00;0;3,5892;25,18
30/05/2025;12:30:00;0;3,5441;25,02
30/05/2025;13:00:00;0;3,5777;25,23
30/05/2025;13:30:00;0;3,6123;24,66
30/05/2025;14:00:00;0;3,6425;24,80
30/05/2025;14:30:00;0;3,7407;23,98
30/05/2025;15:00:00;0;3,8068;24,96
30/05/2025;15:30:00;0;3,8599;23,80
30/05/2025;16:00:00;0;3,9574;23,61
30/05/2025;16:30:00;0;4,0345;24,22
30/05/2025;17:00:00;0;4,0882;23,41
30/05/2025;17:30:00;0;4,1562;23,78
30/05/2025;18:00:00;0;4,1757;24,53
30/05/2025;18:30:00;0;4,2063;23,54
30/05/2025;19:00:00;0;4,2015;23,17
30/05/2025;19:30:00;0;4,1905;23,84
30/05/2025;20:00:00;0;4,1443;23,72
30/05/2025;20:30:00;0;4,0997;23,78
30/05/2025;21:00:00;0;4,0396;24,37
30/05/2025;21:30:00;0;3,9715;24,70
30/05/2025;22:00:00;0;3,8822;24,71
30/05/2025;22:30:00;0;3,8169;24,90
30/05/2025;23:00:00;0;3,7849;24,56
30/05/2025;23:30:00;0;3,7317;25,09
31/05/2025;00:00:00;0;3,6974;25,73
31/05/2025;00:30:00;0;3,6647;25,38
31/05/2025;01:00:00;0;3,6878;26,09
31/05/2025;01:30:00;0;3,6986;25,90
31/05/2025;02:00:00;0;3,7219;26,65
31/05/2025;02:30:00;0;3,7837;26,31
31/05/2025;03:00:00;0;3,8366;26,99
31/05/2025;03:30:00;0;3,9136;27,14
31/05/2025;04:00:00;0;3,9908;27,05
31/05/2025;04:30:00;0;4,0800;27,09
31/05/2025;05:00:00;0;4,1002;26,84
31/05/2025;05:30:00;0;4,1764;26,86
31/05/2025;06:00:00;0;4,2168;27,92
31/05/2025;06:30:00;0;4,2466;27,02
31/05/2025;07:00:00;0;4,2420;26,64
31/05/2025;07:30:00;0;4,2171;27,23
31/05/2025;08:00:00;0;4,1842;26,88
31/05/2025;08:30:00;0;4,1394;26,94
31/05/2025;09:00:00;0;4,0906;26,75
31/05/2025;09:30:00;0;4,0096;26,21
31/05/2025;10:00:00;0;3,9356;25,77
31/05/2025;10:30:00;0;3,8618;26,15
31/05/2025;11:00:00;0;3,7805;26,30
31/05/2025;11:30:00;0;3,7323;25,60
31/05/2025;12:00:00;0;3,6744;25,55
31/05/2025;12:30:00;0;3,6457;25,47
31/05/2025;13:00:00;0;3,6289;24,83
31/05/2025;13:30:00;0;3,6404;24,55
31/05/2025;14:00:00;0;3,6559;24,41
31/05/2025;14:30:00;0;3,7020;24,64
31/05/2025;15:00:00;0;3,7145;24,35
31/05/2025;15:30:00;0;3,8047;24,13
31/05/2025;16:00:00;0;3,8668;23,54
31/05/2025;16:30:00;0;3,9282;24,38
31/05/2025;17:00:00;0;4,0106;23,76
31/05/2025;17:30:00;0;4,0375;23,62
31/05/2025;18:00:00;0;4,0978;23,88
31/05/2025;18:30:00;0;4,1520;23,90
31/05/2025;19:00:00;0;4,1601;23,71
31/05/2025;19:30:00;0;4,1647;24,02
31/05/2025;20:00:00;0;4,1575;24,51
31/05/2025;20:30:00;0;4,1294;24,23
31/05/2025;21:00:00;0;4,0863;24,14
31/05/2025;21:30:00;0;4,0394;24,07
31/05/2025;22:00:00;0;3,9985;24,26
31/05/2025;22:30:00;0;3,9331;24,55
31/05/2025;23:00:00;0;3,8983;24,83
31/05/2025;23:30:00;0;3,8248;24,87
01/06/2025;00:00:00;0;3,7605;25,39
01/06/2025;00:30:00;0;3,7424;25,67
01/06/2025;01:00:00;0;3,7088;25,63
01/06/2025;01:30:00;0;3,7022;25,65
01/06/2025;02:00:00;0;3,7213;26,66
01/06/2025;02:30:00;0;3,7240;26,80
01/06/2025;03:00:00;0;3,7705;26,66
01/06/2025;03:30:00;0;3,8095;26,92
01/06/2025;04:00:00;0;3,8734;27,08
01/06/2025;04:30:00;0;3,9269;27,36
01/06/2025;05:00:00;0;3,9831;27,39
01/06/2025;05:30:00;0;4,0578;27,23
01/06/2025;06:00:00;0;4,0891;27,15
01/06/2025;06:30:00;0;4,1311;27,04
01/06/2025;07:00:00;0;4,1564;27,38
01/06/2025;07:30:00;0;4,1828;27,68
01/06/2025;08:00:00;0;4,1679;27,07
01/06/2025;08:30:00;0;4,1332;27,15
01/06/2025;09:00:00;0;4,1124;27,10
01/06/2025;09:30:00;0;4,0782;26,57
01/06/2025;10:00:00;0;4,0261;25,83
01/06/2025;10:30:00;0;3,9610;25,98
01/06/2025;11:00:00;0;3,9049;26,26
01/06/2025;11:30:00;0;3,8370;25,67
01/06/2025;12:00:00;0;3,7937;25,82
01/06/2025;12:30:00;0;3,7372;25,00
01/06/2025;13:00:00;0;3,7343;25,19
01/06/2025;13:30:00;0;3,6890;24,58
01/06/2025;14:00:00;0;3,6848;24,38
01/06/2025;14:30:00;0;3,6970;24,60
01/06/2025;15:00:00;0;3,7216;24,41
01/06/2025;15:30:00;0;3,7402;23,65
01/06/2025;16:00:00;0;3,7970;24,15
01/06/2025;16:30:00;0;3,8331;23,86
01/06/2025;17:00:00;0;3,8987;23,96
01/06/2025;17:30:00;0;3,9476;23,94
01/06/2025;18:00:00;0;3,9992;23,76
01/06/2025;18:30:00;0;4,0423;24,01
01/06/2025;19:00:00;0;4,0719;23,63
01/06/2025;19:30:00;0;4,1136;24,11
01/06/2025;20:00:00;0;4,1039;23,29
01/06/2025;20:30:00;0;4,1421;24,02
01/06/2025;21:00:00;0;4,1072;24,04
01/06/2025;21:30:00;0;4,1160;24,42
01/06/2025;22:00:00;0;4,0651;25,02
01/06/2025;22:30:00;0;4,0207;25,22
01/06/2025;23:00:00;0;3,9682;25,34
01/06/2025;23:30:00;0;3,9321;25,30
02/06/2025;00:00:00;0;3,8854;24,94
02/06/2025;00:30:00;0;3,8390;25,83
02/06/2025;01:00:00;0;3,8094;26,03
02/06/2025;01:30:00;0;3,7686;26,04
02/06/2025;02:00:00;0;3,7656;26,25
02/06/2025;02:30:00;0;3,7332;27,11
02/06/2025;03:00:00;0;3,7485;27,12
02/06/2025;03:30:00;0;3,7664;26,79
02/06/2025;04:00:00;0;3,7819;27,31
02/06/2025;04:30:00;0;3,8197;27,31
02/06/2025;05:00:00;0;3,8762;27,21
02/06/2025;05:30:00;0;3,9034;27,07
02/06/2025;06:00:00;0;3,9406;27,33
02/06/2025;06:30:00;0;3,9995;27,22
02/06/2025;07:00:00;0;4,0104;26,67
02/06/2025;07:30:00;0;4,0520;27,15
02/06/2025;08:00:00;0;4,0819;27,56
02/06/2025;08:30:00;0;4,0796;26,56
02/06/2025;09:00:00;0;4,0845;26,94
02/06/2025;09:30:00;0;4,0758;26,84
02/06/2025;10:00:00;0;4,0670;26,23
02/06/2025;10:30:00;0;4,0119;26,38
02/06/2025;11:00:00;0;3,9820;26,58
02/06/2025;11:30:00;0;3,9454;25,86
02/06/2025;12:00:00;0;3,9098;25,55
02/06/2025;12:30:00;0;3,8689;25,27
02/06/2025;13:00:00;0;3,8314;25,34
02/06/2025;13:30:00;0;3,8051;24,95
02/06/2025;14:00:00;0;3,7765;24,77
02/06/2025;14:30:00;0;3,7359;24,22
02/06/2025;15:00:00;0;3,7334;24,10
02/06/2025;15:30:00;0;3,7416;24,34
02/06/2025;16:00:00;0;3,7613;24,61
02/06/2025;16:30:00;0;3,7818;24,21
02/06/2025;17:00:00;0;3,8320;24,00
02/06/2025;17:30:00;0;3,8505;23,48
02/06/2025;18:00:00;0;3,9108;23,87
02/06/2025;18:30:00;0;3,9540;23,54
02/06/2025;19:00:00;0;3,9833;24,15
02/06/2025;19:30:00;0;4,0182;23,70
02/06/2025;20:00:00;0;4,0650;23,31
02/06/2025;20:30:00;0;4,0723;24,85
02/06/2025;21:00:00;0;4,0961;24,35
02/06/2025;21:30:00;0;4,1047;24,35
02/06/2025;22:00:00;0;4,1052;24,75
02/06/2025;22:30:00;0;4,0860;24,31
02/06/2025;23:00:00;0;4,0551;24,93
02/06/2025;23:30:00;0;4,0379;24,98
03/06/2025;00:00:00;0;3,9847;25,22
03/06/2025;00:30:00;0;3,9553;25,50
03/06/2025;01:00:00;0;3,9099;26,19
03/06/2025;01:30:00;0;3,8678;26,24
03/06/2025;02:00:00;0;3,8184;26,39
03/06/2025;02:30:00;0;3,7990;26,41
03/06/2025;03:00:00;0;3,7690;26,64
03/06/2025;03:30:00;0;3,7646;26,78
03/06/2025;04:00:00;0;3,7815;27,16
03/06/2025;04:30:00;0;3,7539;27,35
03/06/2025;05:00:00;0;3,7817;27,26
03/06/2025;05:30:00;0;3,7989;27,26
03/06/2025;06:00:00;0;3,8070;27,55
03/06/2025;06:30:00;0;3,8552;27,57
03/06/2025;07:00:00;0;3,8804;27,13
03/06/2025;07:30:00;0;3,9146;27,10
03/06/2025;08:00:00;0;3,9597;27,28
03/06/2025;08:30:00;0;3,9783;27,36
03/06/2025;09:00:00;0;4,0005;27,06
03/06/2025;09:30:00;0;4,0348;26,79
03/06/2025;10:00:00;0;4,0460;26,52
03/06/2025;10:30:00;0;4,0395;25,87
03/06/2025;11:00:00;0;4,0343;25,70
03/06/2025;11:30:00;0;4,0023;25,80
03/06/2025;12:00:00;0;3,9902;25,41
03/06/2025;12:30:00;0;3,9704;25,41
03/06/2025;13:00:00;0;3,9247;25,16
03/06/2025;13:30:00;0;3,9067;25,08
03/06/2025;14:00:00;0;3,8710;24,32
03/06/2025;14:30:00;0;3,8389;24,47
03/06/2025;15:00:00;0;3,8248;23,74
03/06/2025;15:30:00;0;3,8025;23,97
03/06/2025;16:00:00;0;3,7698;24,25
03/06/2025;16:30:00;0;3,7675;23,56
03/06/2025;17:00:00;0;3,7894;23,71
03/06/2025;17:30:00;0;3,7909;23,37
03/06/2025;18:00:00;0;3,8400;23,78
03/06/2025;18:30:00;0;3,8573;24,33
03/06/2025;19:00:00;0;3,8749;23,38
03/06/2025;19:30:00;0;3,9125;23,73
03/06/2025;20:00:00;0;3,9467;24,13
03/06/2025;20:30:00;0;4,0024;24,40
03/06/2025;21:00:00;0;4,0253;24,36
03/06/2025;21:30:00;0;4,0573;24,66
03/06/2025;22:00:00;0;4,0697;24,35
03/06/2025;22:30:00;0;4,1095;24,87
03/06/2025;23:00:00;0;4,0923;24,96
03/06/2025;23:30:00;0;4,0899;24,99
04/06/2025;00:00:00;0;4,0597;25,46
04/06/2025;00:30:00;0;4,0622;25,50
04/06/2025;01:00:00;0;4,0245;25,65
04/06/2025;01:30:00;0;3,9935;26,24
04/06/2025;02:00:00;0;3,9565;26,97
04/06/2025;02:30:00;0;3,9002;26,21
04/06/2025;03:00:00;0;3,8521;26,42
04/06/2025;03:30:00;0;3,7969;27,00
04/06/2025;04:00:00;0;3,7820;26,59
04/06/2025;04:30:00;0;3,7524;26,93
04/06/2025;05:00:00;0;3,7369;27,39
04/06/2025;05:30:00;0;3,7002;27,09
04/06/2025;06:00:00;0;3,7376;27,29
04/06/2025;06:30:00;0;3,7371;27,77
04/06/2025;07:00:00;0;3,7509;27,42
04/06/2025;07:30:00;0;3,7760;26,74
04/06/2025;08:00:00;0;3,7959;26,88
04/06/2025;08:30:00;0;3,8546;27,45
04/06/2025;09:00:00;0;3,8876;26,74
04/06/2025;09:30:00;0;3,9194;26,20
04/06/2025;10:00:00;0;3,9840;26,55
04/06/2025;10:30:00;0;4,0131;26,34
04/06/2025;11:00:00;0;4,0242;26,52
04/06/2025;11:30:00;0;4,0361;25,87
04/06/2025;12:00:00;0;4,0245;25,75
04/06/2025;12:30:00;0;4,0374;25,66
04/06/2025;13:00:00;0;4,0246;24,56
04/06/2025;13:30:00;0;4,0011;24,77
04/06/2025;14:00:00;0;3,9706;24,53
04/06/2025;14:30:00;0;3,9416;24,37
04/06/2025;15:00:00;0;3,8920;24,17
04/06/2025;15:30:00;0;3,8754;23,94
04/06/2025;16:00:00;0;3,8459;24,22
04/06/2025;16:30:00;0;3,8002;23,69
04/06/2025;17:00:00;0;3,7801;24,16
04/06/2025;17:30:00;0;3,7907;23,42
04/06/2025;18:00:00;0;3,7830;23,51
04/06/2025;18:30:00;0;3,7504;23,05
04/06/2025;19:00:00;0;3,7950;23,31
04/06/2025;19:30:00;0;3,8083;24,41
04/06/2025;20:00:00;0;3,8479;23,57
04/06/2025;20:30:00;0;3,8886;24,10
04/06/2025;21:00:00;0;3,9419;24,43
04/06/2025;21:30:00;0;3,9860;24,53
04/06/2025;22:00:00;0;4,0167;25,02
04/06/2025;22:30:00;0;4,0611;25,52
04/06/2025;23:00:00;0;4,0793;24,97
04/06/2025;23:30:00;0;4,1270;25,17
05/06/2025;00:00:00;0;4,1364;25,82
05/06/2025;00:30:00;0;4,1482;25,53
05/06/2025;01:00:00;0;4,1303;25,46
05/06/2025;01:30:00;0;4,1025;26,28
05/06/2025;02:00:00;0;4,0565;26,20
05/06/2025;02:30:00;0;4,0410;26,45
05/06/2025;03:00:00;0;3,9558;26,58
05/06/2025;03:30:00;0;3,8969;26,85
05/06/2025;04:00:00;0;3,8495;27,14
05/06/2025;04:30:00;0;3,7997;26,88
05/06/2025;05:00:00;0;3,7655;28,14
05/06/2025;05:30:00;0;3,7015;26,59
05/06/2025;06:00:00;0;3,6651;27,70
05/06/2025;06:30:00;0;3,6638;27,19
05/06/2025;07:00:00;0;3,6532;27,02
05/06/2025;07:30:00;0;3,6483;27,09
05/06/2025;08:00:00;0;3,6766;27,35
05/06/2025;08:30:00;0;3,7138;26,81
05/06/2025;09:00:00;0;3,7403;26,73
05/06/2025;09:30:00;0;3,8182;26,52
05/06/2025;10:00:00;0;3,8546;26,14
05/06/2025;10:30:00;0;3,9097;26,52
05/06/2025;11:00:00;0;3,9671;26,16
05/06/2025;11:30:00;0;3,9965;25,79
05/06/2025;12:00:00;0;4,0351;25,80
05/06/2025;12:30:00;0;4,0640;25,54
05/06/2025;13:00:00;0;4,0760;25,12
05/06/2025;13:30:00;0;4,1021;24,74
05/06/2025;14:00:00;0;4,0480;24,60
05/06/2025;14:30:00;0;4,0397;24,57
05/06/2025;15:00:00;0;4,0236;24,59
05/06/2025;15:30:00;0;3,9555;24,08
05/06/2025;16:00:00;0;3,9340;24,16
05/06/2025;16:30:00;0;3,8721;24,02
05/06/2025;17:00:00;0;3,8395;23,31
05/06/2025;17:30:00;0;3,7927;23,32
05/06/2025;18:00:00;0;3,7650;24,11
05/06/2025;18:30:00;0;3,7277;23,61
05/06/2025;19:00:00;0;3,7348;23,49
05/06/2025;19:30:00;0;3,7429;24,28
05/06/2025;20:00:00;0;3,7586;23,53
05/06/2025;20:30:00;0;3,7779;24,44
05/06/2025;21:00:00;0;3,8268;24,43
05/06/2025;21:30:00;0;3,8986;24,49
05/06/2025;22:00:00;0;3,9584;24,32
05/06/2025;22:30:00;0;3,9932;25,04
05/06/2025;23:00:00;0;4,0539;24,80
05/06/2025;23:30:00;0;4,1203;25,43
06/06/2025;00:00:00;0;4,1461;25,56
06/06/2025;00:30:00;0;4,1791;25,80
06/06/2025;01:00:00;0;4,1912;25,68
06/06/2025;01:30:00;0;4,1806;25,79
06/06/2025;02:00:00;0;4,1593;26,33
06/06/2025;02:30:00;0;4,1483;26,77
06/06/2025;03:00:00;0;4,0891;26,66
06/06/2025;03:30:00;0;4,0382;26,48
06/06/2025;04:00:00;0;3,9642;27,18
06/06/2025;04:30:00;0;3,8801;27,19
06/06/2025;05:00:00;0;3,8258;27,26
06/06/2025;05:30:00;0;3,7631;27,26
06/06/2025;06:00:00;0;3,6988;26,91
06/06/2025;06:30:00;0;3,6445;27,07
06/06/2025;07:00:00;0;3,5993;27,20
06/06/2025;07:30:00;0;3,5776;27,39
06/06/2025;08:00:00;0;3,5812;27,13
06/06/2025;08:30:00;0;3,5864;26,98
06/06/2025;09:00:00;0;3,6232;27,41
06/06/2025;09:30:00;0;3,6733;26,68
06/06/2025;10:00:00;0;3,7335;26,17
06/06/2025;10:30:00;0;3,7971;26,25
06/06/2025;11:00:00;0;3,8747;25,18
06/06/2025;11:30:00;0;3,9266;25,72
06/06/2025;12:00:00;0;3,9883;25,44
06/06/2025;12:30:00;0;4,0442;24,79
06/06/2025;13:00:00;0;4,0614;24,57
06/06/2025;13:30:00;0;4,1022;25,03
06/06/2025;14:00:00;0;4,1210;24,51
06/06/2025;14:30:00;0;4,1154;24,24
06/06/2025;15:00:00;0;4,0913;24,40
06/06/2025;15:30:00;0;4,0496;24,15
06/06/2025;16:00:00;0;4,0157;24,17
06/06/2025;16:30:00;0;3,9589;23,66
06/06/2025;17:00:00;0;3,9043;23,80
06/06/2025;17:30:00;0;3,8449;24,33
06/06/2025;18:00:00;0;3,7758;23,82
06/06/2025;18:30:00;0;3,7522;23,62
06/06/2025;19:00:00;0;3,7012;24,00
06/06/2025;19:30:00;0;3,6835;24,03
06/06/2025;20:00:00;0;3,6870;24,52
06/06/2025;20:30:00;0;3,7070;24,02
06/06/2025;21:00:00;0;3,7358;24,31
06/06/2025;21:30:00;0;3,7824;24,68
06/06/2025;22:00:00;0;3,8374;24,73
06/06/2025;22:30:00;0;3,8976;24,71
06/06/2025;23:00:00;0;3,9616;25,42
06/06/2025;23:30:00;0;4,0367;24,65
07/06/2025;00:00:00;0;4,1044;25,53
07/06/2025;00:30:00;0;4,1692;25,83
07/06/2025;01:00:00;0;4,1967;25,59
07/06/2025;01:30:00;0;4,2537;26,32
07/06/2025;02:00:00;0;4,2421;26,30
07/06/2025;02:30:00;0;4,2274;26,37
07/06/2025;03:00:00;0;4,2137;26,65
07/06/2025;03:30:00;0;4,1423;27,46
07/06/2025;04:00:00;0;4,0918;27,22
07/06/2025;04:30:00;0;4,0112;26,53
07/06/2025;05:00:00;0;3,9452;27,37
07/06/2025;05:30:00;0;3,8506;27,31
07/06/2025;06:00:00;0;3,7473;27,14
07/06/2025;06:30:00;0;3,6857;27,24
07/06/2025;07:00:00;0;3,5952;26,96
07/06/2025;07:30:00;0;3,5636;27,28
07/06/2025;08:00:00;0;3,5315;26,89
07/06/2025;08:30:00;0;3,4997;26,84
07/06/2025;09:00:00;0;3,5372;26,46
07/06/2025;09:30:00;0;3,5538;27,04
07/06/2025;10:00:00;0;3,6033;25,67
07/06/2025;10:30:00;0;3,6595;26,09
07/06/2025;11:00:00;0;3,7385;25,04
07/06/2025;11:30:00;0;3,8086;25,80
07/06/2025;12:00:00;0;3,8984;25,17
07/06/2025;12:30:00;0;3,9549;25,38
07/06/2025;13:00:00;0;4,0033;24,81
07/06/2025;13:30:00;0;4,1053;25,38
07/06/2025;14:00:00;0;4,1357;25,07
07/06/2025;14:30:00;0;4,1563;24,17
07/06/2025;15:00:00;0;4,1442;24,60
07/06/2025;15:30:00;0;4,1601;24,25
07/06/2025;16:00:00;0;4,0980;24,02
07/06/2025;16:30:00;0;4,0534;23,56
07/06/2025;17:00:00;0;3,9832;23,68
07/06/2025;17:30:00;0;3,9344;23,82
07/06/2025;18:00:00;0;3,8340;24,06
07/06/2025;18:30:00;0;3,7839;23,44
07/06/2025;19:00:00;0;3,7247;23,82
07/06/2025;19:30:00;0;3,6765;23,41
07/06/2025;20:00:00;0;3,6630;24,19
07/06/2025;20:30:00;0;3,6299;24,22
