Serial_number:;;;;
2100000;;;;
Project ID:;;;;
PM-EX-04;;;;
Location:;;;;
AREA-COSTEIRA-04;;;;
LEVEL;;;;
UNIT: m;;;;
Offset: 0,000000 m;;;;
TEMPERATURE;;;;
UNIT: C;;;;
Date;Time;ms;LEVEL;TEMPERATURE
31/05/2025;02:30:00;0;5,8235;26,15
31/05/2025;03:00:00;0;5,8195;27,33
31/05/2025;03:30:00;0;5,8318;26,52
31/05/2025;04:00:00;0;5,8277;26,78
31/05/2025;04:30:00;0;5,8451;27,09
31/05/2025;05:00:00;0;5,8485;27,01
31/05/2025;05:30:00;0;5,8444;27,16
31/05/2025;06:00:00;0;5,8438;27,43
31/05/2025;06:30:00;0;5,8487;27,33
31/05/2025;07:00:00;0;5,8438;28,03
31/05/2025;07:30:00;0;5,8391;27,11
31/05/2025;08:00:00;0;5,8414;27,23
31/05/2025;08:30:00;0;5,8414;26,77
31/05/2025;09:00:00;0;5,8288;26,30
31/05/2025;09:30:00;0;5,8215;26,26
31/05/2025;10:00:00;0;5,8167;26,64
31/05/2025;10:30:00;0;5,8233;26,40
31/05/2025;11:00:00;0;5,8081;26,02
31/05/2025;11:30:00;0;5,8060;26,19
31/05/2025;12:00:00;0;5,8127;24,89
31/05/2025;12:30:00;0;5,8111;25,13
31/05/2025;13:00:00;0;5,8167;24,99
31/05/2025;13:30:00;0;5,8157;24,93
31/05/2025;14:00:00;0;5,8136;24,25
31/05/2025;14:30:00;0;5,8281;24,74
31/05/2025;15:00:00;0;5,8202;23,99
31/05/2025;15:30:00;0;5,8349;24,14
31/05/2025;16:00:00;0;5,8353;23,75
31/05/2025;16:30:00;0;5,8468;23,50
31/05/2025;17:00:00;0;5,8441;23,56
31/05/2025;17:30:00;0;5,8493;23,98
31/05/2025;18:00:00;0;5,8480;23,50
31/05/2025;18:30:00;0;5,8498;23,34
31/05/2025;19:00:00;0;5,8506;24,19
31/05/2025;19:30:00;0;5,8430;23,80
31/05/2025;20:00:00;0;5,8409;23,58
31/05/2025;20:30:00;0;5,8446;24,46
31/05/2025;21:00:00;0;5,8322;24,27
31/05/2025;21:30:00;0;5,8389;23,92
31/05/2025;22:00:00;0;5,8214;24,01
31/05/2025;22:30:00;0;5,8090;24,46
31/05/2025;23:00:00;0;5,8025;25,10
31/05/2025;23:30:00;0;5,8156;25,24
01/06/2025;00:00:00;0;5,8034;25,45
01/06/2025;00:30:00;0;5,7996;25,52
01/06/2025;01:00:00;0;5,8127;26,16
01/06/2025;01:30:00;0;5,8049;26,25
01/06/2025;02:00:00;0;5,8056;26,85
01/06/2025;02:30:00;0;5,8155;26,50
01/06/2025;03:00:00;0;5,8154;26,83
01/06/2025;03:30:00;0;5,8220;27,23
01/06/2025;04:00:00;0;5,8255;27,07
01/06/2025;04:30:00;0;5,8254;26,64
01/06/2025;05:00:00;0;5,8285;27,45
01/06/2025;05:30:00;0;5,8409;27,57
01/06/2025;06:00:00;0;5,8417;27,92
01/06/2025;06:30:00;0;5,8397;26,89
01/06/2025;07:00:00;0;5,8277;27,20
01/06/2025;07:30:00;0;5,8368;26,50
01/06/2025;08:00:00;0;5,8383;27,22
01/06/2025;08:30:00;0;5,8420;26,99
01/06/2025;09:00:00;0;5,8349;26,75
01/06/2025;09:30:00;0;5,8373;26,72
01/06/2025;10:00:00;0;5,8135;26,17
01/06/2025;10:30:00;0;5,8162;26,29
01/06/2025;11:00:00;0;5,8167;26,68
01/06/2025;11:30:00;0;5,8059;25,44
01/06/2025;12:00:00;0;5,8098;25,36
01/06/2025;12:30:00;0;5,8106;25,38
01/06/2025;13:00:00;0;5,8099;25,37
01/06/2025;13:30:00;0;5,8130;24,87
01/06/2025;14:00:00;0;5,8008;24,51
01/06/2025;14:30:00;0;5,8060;24,07
01/06/2025;15:00:00;0;5,8139;23,86
01/06/2025;15:30:00;0;5,8197;24,13
01/06/2025;16:00:00;0;5,8176;23,71
01/06/2025;16:30:00;0;5,8233;23,79
01/06/2025;17:00:00;0;5,8285;24,09
01/06/2025;17:30:00;0;5,8373;23,29
01/06/2025;18:00:00;0;5,8385;23,49
01/06/2025;18:30:00;0;5,8426;23,71
01/06/2025;19:00:00;0;5,8409;23,74
01/06/2025;19:30:00;0;5,8519;23,62
01/06/2025;20:00:00;0;5,8360;23,39
01/06/2025;20:30:00;0;5,8350;23,94
01/06/2025;21:00:00;0;5,8327;23,80
01/06/2025;21:30:00;0;5,8355;24,60
01/06/2025;22:00:00;0;5,8366;25,05
01/06/2025;22:30:00;0;5,8214;24,19
01/06/2025;23:00:00;0;5,8172;24,81
01/06/2025;23:30:00;0;5,8187;25,43
02/06/2025;00:00:00;0;5,8062;25,19
02/06/2025;00:30:00;0;5,8049;25,65
02/06/2025;01:00:00;0;5,7902;25,88
02/06/2025;01:30:00;0;5,8062;26,52
02/06/2025;02:00:00;0;5,8010;26,39
02/06/2025;02:30:00;0;5,8105;26,91
02/06/2025;03:00:00;0;5,8079;27,19
02/06/2025;03:30:00;0;5,8052;27,02
02/06/2025;04:00:00;0;5,8138;26,92
02/06/2025;04:30:00;0;5,8173;27,54
02/06/2025;05:00:00;0;5,8207;27,50
02/06/2025;05:30:00;0;5,8246;26,80
02/06/2025;06:00:00;0;5,8297;27,33
02/06/2025;06:30:00;0;5,8316;27,45
02/06/2025;07:00:00;0;5,8326;27,03
02/06/2025;07:30:00;0;5,8358;27,11
02/06/2025;08:00:00;0;5,8342;26,87
02/06/2025;08:30:00;0;5,8337;26,79
02/06/2025;09:00:00;0;5,8318;26,48
02/06/2025;09:30:00;0;5,8262;26,63
02/06/2025;10:00:00;0;5,8223;26,06
02/06/2025;10:30:00;0;5,8223;25,98
02/06/2025;11:00:00;0;5,8166;25,89
02/06/2025;11:30:00;0;5,8217;25,82
02/06/2025;12:00:00;0;5,8145;25,54
02/06/2025;12:30:00;0;5,8030;25,59
02/06/2025;13:00:00;0;5,8106;24,86
02/06/2025;13:30:00;0;5,8054;25,17
02/06/2025;14:00:00;0;5,8078;23,86
02/06/2025;14:30:00;0;5,8033;24,80
02/06/2025;15:00:00;0;5,8074;24,26
02/06/2025;15:30:00;0;5,8101;23,79
02/06/2025;16:00:00;0;5,8045;23,87
02/06/2025;16:30:00;0;5,8170;23,72
02/06/2025;17:00:00;0;5,8134;23,66
02/06/2025;17:30:00;0;5,8145;24,24
02/06/2025;18:00:00;0;5,8210;23,76
02/06/2025;18:30:00;0;5,8259;23,45
02/06/2025;19:00:00;0;5,8191;23,85
02/06/2025;19:30:00;0;5,8362;24,16
02/06/2025;20:00:00;0;5,8333;23,81
02/06/2025;20:30:00;0;5,8253;24,18
02/06/2025;21:00:00;0;5,8284;24,24
02/06/2025;21:30:00;0;5,8341;24,67
02/06/2025;22:00:00;0;5,8220;24,70
02/06/2025;22:30:00;0;5,8204;24,54
02/06/2025;23:00:00;0;5,8262;25,50
02/06/2025;23:30:00;0;5,8206;25,44
03/06/2025;00:00:00;0;5,8068;25,64
03/06/2025;00:30:00;0;5,8127;25,85
03/06/2025;01:00:00;0;5,8115;26,07
03/06/2025;01:30:00;0;5,8063;26,37
03/06/2025;02:00:00;0;5,8079;26,28
03/06/2025;02:30:00;0;5,7996;26,16
03/06/2025;03:00:00;0;5,8139;26,81
03/06/2025;03:30:00;0;5,8027;26,58
03/06/2025;04:00:00;0;5,8011;27,51
03/06/2025;04:30:00;0;5,8088;26,81
03/06/2025;05:00:00;0;5,8023;27,54
03/06/2025;05:30:00;0;5,8093;27,39
03/06/2025;06:00:00;0;5,8106;27,42
03/06/2025;06:30:00;0;5,8234;27,07
03/06/2025;07:00:00;0;5,8309;27,21
03/06/2025;07:30:00;0;5,8268;26,70
03/06/2025;08:00:00;0;5,8311;26,91
03/06/2025;08:30:00;0;5,8232;26,92
03/06/2025;09:00:00;0;5,8308;26,72
03/06/2025;09:30:00;0;5,8263;26,25
03/06/2025;10:00:00;0;5,8383;26,81
03/06/2025;10:30:00;0;5,8306;25,78
03/06/2025;11:00:00;0;5,8194;25,99
03/06/2025;11:30:00;0;5,8189;25,89
03/06/2025;12:00:00;0;5,8065;25,50
03/06/2025;12:30:00;0;5,8181;24,72
03/06/2025;13:00:00;0;5,8199;24,30
03/06/2025;13:30:00;0;5,8092;24,45
03/06/2025;14:00:00;0;5,8093;24,72
03/06/2025;14:30:00;0;5,8007;23,99
03/06/2025;15:00:00;0;5,8052;24,58
03/06/2025;15:30:00;0;5,8002;23,00
03/06/2025;16:00:00;0;5,8063;23,74
03/06/2025;16:30:00;0;5,7977;24,36
03/06/2025;17:00:00;0;5,8022;23,41
03/06/2025;17:30:00;0;5,8024;23,73
03/06/2025;18:00:00;0;5,8116;23,69
03/06/2025;18:30:00;0;5,7982;23,60
03/06/2025;19:00:00;0;5,8228;23,17
03/06/2025;19:30:00;0;5,8260;24,00
03/06/2025;20:00:00;0;5,8155;23,78
03/06/2025;20:30:00;0;5,8102;23,97
03/06/2025;21:00:00;0;5,8307;24,40
03/06/2025;21:30:00;0;5,8223;24,47
03/06/2025;22:00:00;0;5,8195;24,75
03/06/2025;22:30:00;0;5,8192;24,70
03/06/2025;23:00:00;0;5,8189;24,67
03/06/2025;23:30:00;0;5,8244;25,41
04/06/2025;00:00:00;0;5,8152;25,16
04/06/2025;00:30:00;0;5,8134;25,45
04/06/2025;01:00:00;0;5,8129;26,03
04/06/2025;01:30:00;0;5,8096;26,46
04/06/2025;02:00:00;0;5,8003;26,99
04/06/2025;02:30:00;0;5,8054;26,02
04/06/2025;03:00:00;0;5,7961;27,14
04/06/2025;03:30:00;0;5,8056;26,88
04/06/2025;04:00:00;0;5,7973;26,97
04/06/2025;04:30:00;0;5,8013;27,05
04/06/2025;05:00:00;0;5,8043;27,21
04/06/2025;05:30:00;0;5,7938;27,42
04/06/2025;06:00:00;0;5,8007;27,53
04/06/2025;06:30:00;0;5,8059;27,44
04/06/2025;07:00:00;0;5,8102;27,21
04/06/2025;07:30:00;0;5,8154;27,37
04/06/2025;08:00:00;0;5,8193;26,98
04/06/2025;08:30:00;0;5,8251;27,94
04/06/2025;09:00:00;0;5,8233;27,10
04/06/2025;09:30:00;0;5,8238;26,84
04/06/2025;10:00:00;0;5,8200;26,72
04/06/2025;10:30:00;0;5,8247;26,00
04/06/2025;11:00:00;0;5,8276;26,11
04/06/2025;11:30:00;0;5,8222;25,87
04/06/2025;12:00:00;0;5,8241;25,77
04/06/2025;12:30:00;0;5,8284;25,19
04/06/2025;13:00:00;0;5,8052;24,77
04/06/2025;13:30:00;0;5,8097;24,88
04/06/2025;14:00:00;0;5,8106;24,54
04/06/2025;14:30:00;0;5,8185;24,21
04/06/2025;15:00:00;0;5,7956;24,59
04/06/2025;15:30:00;0;5,7982;24,50
04/06/2025;16:00:00;0;5,8007;24,01
04/06/2025;16:30:00;0;5,8010;23,80
04/06/2025;17:00:00;0;5,7851;23,78
04/06/2025;17:30:00;0;5,7918;23,94
04/06/2025;18:00:00;0;5,7955;23,56
04/06/2025;18:30:00;0;5,7905;23,75
04/06/2025;19:00:00;0;5,7939;23,23
04/06/2025;19:30:00;0;5,8126;23,66
04/06/2025;20:00:00;0;5,8040;23,63
04/06/2025;20:30:00;0;5,8097;24,03
04/06/2025;21:00:00;0;5,8087;24,21
04/06/2025;21:30:00;0;5,8159;23,93
04/06/2025;22:00:00;0;5,8099;24,26
04/06/2025;22:30:00;0;5,8170;25,03
04/06/2025;23:00:00;0;5,8326;25,31
04/06/2025;23:30:00;0;5,8142;25,07
05/06/2025;00:00:00;0;5,8256;25,70
05/06/2025;00:30:00;0;5,8094;25,68
05/06/2025;01:00:00;0;5,8236;25,98
05/06/2025;01:30:00;0;5,8094;26,21
05/06/2025;02:00:00;0;5,8117;26,82
05/06/2025;02:30:00;0;5,8066;26,64
05/06/2025;03:00:00;0;5,8102;26,82
05/06/2025;03:30:00;0;5,8019;26,97
05/06/2025;04:00:00;0;5,7935;27,04
05/06/2025;04:30:00;0;5,7870;27,42
05/06/2025;05:00:00;0;5,8018;26,89
05/06/2025;05:30:00;0;5,7878;27,94
05/06/2025;06:00:00;0;5,7909;27,11
05/06/2025;06:30:00;0;5,7939;27,48
05/06/2025;07:00:00;0;5,7950;27,59
05/06/2025;07:30:00;0;5,8008;27,31
05/06/2025;08:00:00;0;5,8056;26,32
05/06/2025;08:30:00;0;5,8039;26,84
05/06/2025;09:00:00;0;5,8175;26,74
05/06/2025;09:30:00;0;5,8151;26,79
05/06/2025;10:00:00;0;5,8211;26,57
05/06/2025;10:30:00;0;5,8168;26,45
05/06/2025;11:00:00;0;5,8207;26,02
05/06/2025;11:30:00;0;5,8186;26,08
05/06/2025;12:00:00;0;5,8136;25,54
05/06/2025;12:30:00;0;5,8133;25,54
05/06/2025;13:00:00;0;5,8140;25,30
05/06/2025;13:30:00;0;5,8169;24,86
05/06/2025;14:00:00;0;5,8124;24,97
05/06/2025;14:30:00;0;5,8063;24,64
05/06/2025;15:00:00;0;5,8084;24,27
05/06/2025;15:30:00;0;5,7971;23,90
05/06/2025;16:00:00;0;5,7912;24,01
05/06/2025;16:30:00;0;5,7940;24,02
05/06/2025;17:00:00;0;5,7946;23,40
05/06/2025;17:30:00;0;5,7890;23,45
05/06/2025;18:00:00;0;5,7825;23,76
05/06/2025;18:30:00;0;5,7849;23,51
05/06/2025;19:00:00;0;5,7959;24,09
05/06/2025;19:30:00;0;5,7801;24,23
05/06/2025;20:00:00;0;5,7902;23,94
05/06/2025;20:30:00;0;5,7810;23,99
05/06/2025;21:00:00;0;5,7918;23,77
05/06/2025;21:30:00;0;5,7984;24,03
05/06/2025;22:00:00;0;5,8045;24,86
05/06/2025;22:30:00;0;5,8065;24,95
05/06/2025;23:00:00;0;5,8128;25,57
05/06/2025;23:30:00;0;5,8001;25,33
06/06/2025;00:00:00;0;5,8133;25,81
06/06/2025;00:30:00;0;5,8189;26,07
06/06/2025;01:00:00;0;5,8129;25,99
06/06/2025;01:30:00;0;5,8070;26,59
06/06/2025;02:00:00;0;5,8023;25,72
06/06/2025;02:30:00;0;5,8012;25,88
06/06/2025;03:00:00;0;5,8061;27,22
06/06/2025;03:30:00;0;5,7975;26,61
06/06/2025;04:00:00;0;5,7951;27,55
06/06/2025;04:30:00;0;5,7996;27,65
06/06/2025;05:00:00;0;5,7836;27,12
06/06/2025;05:30:00;0;5,7948;26,84
06/06/2025;06:00:00;0;5,7903;27,38
06/06/2025;06:30:00;0;5,7870;27,72
06/06/2025;07:00:00;0;5,7790;27,18
06/06/2025;07:30:00;0;5,7884;27,74
06/06/2025;08:00:00;0;5,7945;27,07
06/06/2025;08:30:00;0;5,7860;26,98
06/06/2025;09:00:00;0;5,7977;26,52
06/06/2025;09:30:00;0;5,8020;26,27
06/06/2025;10:00:00;0;5,7934;26,26
06/06/2025;10:30:00;0;5,8049;26,18
06/06/2025;11:00:00;0;5,8165;26,15
06/06/2025;11:30:00;0;5,8147;25,22
06/06/2025;12:00:00;0;5,8268;26,05
06/06/2025;12:30:00;0;5,8264;25,14
06/06/2025;13:00:00;0;5,8131;24,96
06/06/2025;13:30:00;0;5,8093;25,01
06/06/2025;14:00:00;0;5,8202;24,15
06/06/2025;14:30:00;0;5,8128;24,33
06/06/2025;15:00:00;0;5,8122;24,27
06/06/2025;15:30:00;0;5,8060;23,74
06/06/2025;16:00:00;0;5,7990;24,56
06/06/2025;16:30:00;0;5,7885;23,65
06/06/2025;17:00:00;0;5,7912;23,58
06/06/2025;17:30:00;0;5,7926;23,77
06/06/2025;18:00:00;0;5,7746;23,80
06/06/2025;18:30:00;0;5,7857;23,56
06/06/2025;19:00:00;0;5,7738;23,95
06/06/2025;19:30:00;0;5,7768;23,86
06/06/2025;20:00:00;0;5,7727;23,94
06/06/2025;20:30:00;0;5,7735;24,25
06/06/2025;21:00:00;0;5,7867;24,50
06/06/2025;21:30:00;0;5,7793;24,08
06/06/2025;22:00:00;0;5,7908;24,85
06/06/2025;22:30:00;0;5,7923;25,28
06/06/2025;23:00:00;0;5,8090;25,65
06/06/2025;23:30:00;0;5,8006;25,49
07/06/2025;00:00:00;0;5,8044;24,98
07/06/2025;00:30:00;0;5,8170;25,41
07/06/2025;01:00:00;0;5,8101;26,09
07/06/2025;01:30:00;0;5,8084;26,00
07/06/2025;02:00:00;0;5,8158;26,38
07/06/2025;02:30:00;0;5,8131;26,42
07/06/2025;03:00:00;0;5,8086;26,93
07/06/2025;03:30:00;0;5,8010;27,22
07/06/2025;04:00:00;0;5,8012;27,15
07/06/2025;04:30:00;0;5,8009;27,40
07/06/2025;05:00:00;0;5,7921;27,18
07/06/2025;05:30:00;0;5,7966;27,52
07/06/2025;06:00:00;0;5,7803;26,94
07/06/2025;06:30:00;0;5,7680;26,99
07/06/2025;07:00:00;0;5,7850;27,30
07/06/2025;07:30:00;0;5,7876;27,50
07/06/2025;08:00:00;0;5,7809;26,98
07/06/2025;08:30:00;0;5,7904;26,99
07/06/2025;09:00:00;0;5,7787;26,74
07/06/2025;09:30:00;0;5,7926;26,64
07/06/2025;10:00:00;0;5,7932;26,38
07/06/2025;10:30:00;0;5,7976;26,27
07/06/2025;11:00:00;0;5,8130;25,63
07/06/2025;11:30:00;0;5,8112;26,18
07/06/2025;12:00:00;0;5,8023;25,18
07/06/2025;12:30:00;0;5,8191;25,30
07/06/2025;13:00:00;0;5,8290;24,81
07/06/2025;13:30:00;0;5,8095;25,27
07/06/2025;14:00:00;0;5,8096;24,29
07/06/2025;14:30:00;0;5,8119;24,22
07/06/2025;15:00:00;0;5,8048;23,70
07/06/2025;15:30:00;0;5,8067;23,91
07/06/2025;16:00:00;0;5,8022;24,15
07/06/2025;16:30:00;0;5,8043;24,00
07/06/2025;17:00:00;0;5,8014;23,69
07/06/2025;17:30:00;0;5,7760;23,92
07/06/2025;18:00:00;0;5,7839;23,90
07/06/2025;18:30:00;0;5,7761;23,85
07/06/2025;19:00:00;0;5,7691;24,55
07/06/2025;19:30:00;0;5,7722;23,81
07/06/2025;20:00:00;0;5,7609;23,89
07/06/2025;20:30:00;0;5,7674;23,88
